"pe","participant","conf","study","N","corrAns","sd","se","ci"
"highPE","43","4","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","48","1","Experiment 2",1,0,NA,NA,NA
"highPE","48","2","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","48","3","Experiment 2",7,0.714285714285714,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","48","4","Experiment 2",3,1,0,0,0
"highPE","49","1","Experiment 2",8,0,0,0,0
"highPE","49","2","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","49","3","Experiment 2",4,0,0,0,0
"highPE","49","4","Experiment 2",1,1,NA,NA,NA
"highPE","50","2","Experiment 2",5,0.6,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","50","3","Experiment 2",7,0.285714285714286,0.487950036474267,0.184427778390829,0.451278516624858
"highPE","50","4","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"highPE","51","1","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","51","2","Experiment 2",5,0.4,0.547722557505166,0.244948974278318,0.680087380658256
"highPE","51","3","Experiment 2",8,0.375,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","51","4","Experiment 2",1,0,NA,NA,NA
"highPE","52","1","Experiment 2",1,0,NA,NA,NA
"highPE","52","2","Experiment 2",1,0,NA,NA,NA
"highPE","52","3","Experiment 2",3,0,0,0,0
"highPE","52","4","Experiment 2",11,0,0,0,0
"highPE","53","1","Experiment 2",3,1,0,0,0
"highPE","53","2","Experiment 2",4,0.75,0.5,0.25,0.795611576320927
"highPE","53","3","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","53","4","Experiment 2",6,0.666666666666667,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","54","1","Experiment 2",1,1,NA,NA,NA
"highPE","54","2","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","54","3","Experiment 2",7,0.857142857142857,0.377964473009227,0.142857142857143,0.349558835877853
"highPE","54","4","Experiment 2",5,1,0,0,0
"highPE","55","1","Experiment 2",2,0,0,0,0
"highPE","55","2","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","55","3","Experiment 2",9,0.666666666666667,0.5,0.166666666666667,0.384334022534028
"highPE","55","4","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","56","1","Experiment 2",7,0.428571428571429,0.534522483824849,0.202030508910442,0.49435084654581
"highPE","56","2","Experiment 2",3,1,0,0,0
"highPE","56","3","Experiment 2",3,0.666666666666667,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","56","4","Experiment 2",3,1,0,0,0
"highPE","57","1","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","57","2","Experiment 2",4,1,0,0,0
"highPE","57","3","Experiment 2",4,0,0,0,0
"highPE","57","4","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"highPE","58","1","Experiment 2",7,0,0,0,0
"highPE","58","2","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"highPE","58","3","Experiment 2",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315
"highPE","58","4","Experiment 2",2,1,0,0,0
"highPE","59","1","Experiment 2",1,1,NA,NA,NA
"highPE","59","2","Experiment 2",8,0.625,0.517549169506766,0.18298126367785,0.432681933679738
"highPE","59","3","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","59","4","Experiment 2",3,0,0,0,0
"highPE","60","1","Experiment 2",2,0,0,0,0
"highPE","60","2","Experiment 2",4,0.5,0.577350269189626,0.288675134594813,0.918693115518539
"highPE","60","3","Experiment 2",2,0.5,0.707106781186548,0.5,6.35310236808735
"highPE","60","4","Experiment 2",8,0.75,0.462910049886276,0.163663417676994,0.38700248653758
"highPE","61","2","Experiment 2",4,0,0,0,0
"highPE","61","3","Experiment 2",11,0.363636363636364,0.504524979109513,0.152120004824377,0.338944492913535
"highPE","61","4","Experiment 2",1,0,NA,NA,NA
"highPE","62","1","Experiment 2",14,0.142857142857143,0.363136519601281,0.0970523172123939,0.20966878414274
"highPE","62","2","Experiment 2",1,1,NA,NA,NA
"highPE","62","3","Experiment 2",1,1,NA,NA,NA
"highPE","63","2","Experiment 2",6,0.333333333333333,0.516397779494322,0.210818510677892,0.541926234164489
"highPE","63","3","Experiment 2",4,0.25,0.5,0.25,0.795611576320927
"highPE","63","4","Experiment 2",6,0.166666666666667,0.408248290463863,0.166666666666667,0.428430305939386
